epoch,loss,time
1,0.814450537165006,9.04004693031311
2,0.6701238041122755,17.816230535507202
3,0.40690399780869485,26.87028741836548
4,0.42533819874127704,35.94810152053833
5,0.4042899839580059,44.79366183280945
6,0.29626939942439395,53.67510914802551
7,0.3021649310986201,62.35153913497925
8,0.3214510723948479,70.90490460395813
9,0.30924836148818335,79.5177001953125
10,0.31632354656855266,88.00538563728333
11,0.2754108888407548,96.41934776306152
12,0.26327158361673353,121.7439033985138
